Country,EdLevel,YearsCodePro,Industry,Salary
Germany,Bachelor's Degree,5.0,"Information Services, IT, Software Development, or other Technology",51938.0
Germany,Bachelor's Degree,12.0,Insurance,88884.0
Sweden,Master's Degree,4.0,"Information Services, IT, Software Development, or other Technology",71317.0
Canada,Bachelor's Degree,5.0,"Manufacturing, Transportation, or Supply Chain",72864.0
Germany,Bachelor's Degree,5.0,Insurance,58899.0
United States of America,Bachelor's Degree,12.0,Financial Services,130000.0
United Kingdom and Northern Ireland,Bachelor's Degree,15.0,Financial Services,130345.0
United States of America,Master's Degree,27.0,"Manufacturing, Transportation, or Supply Chain",204000.0
United Kingdom and Northern Ireland,Bachelor's Degree,14.0,"Information Services, IT, Software Development, or other Technology",72000.0
Spain,Bachelor's Degree,10.0,Other,73892.0
United States of America,Bachelor's Degree,22.0,"Information Services, IT, Software Development, or other Technology",120000.0
Germany,Master's Degree,10.0,"Information Services, IT, Software Development, or other Technology",107090.0
United States of America,Less than a Bachelor's,27.0,Other,135000.0
United States of America,Master's Degree,15.0,Healthcare,200000.0
Italy,Bachelor's Degree,4.0,Retail and Consumer Services,34269.0
United States of America,Bachelor's Degree,17.0,"Information Services, IT, Software Development, or other Technology",150000.0
Canada,Less than a Bachelor's,4.0,"Information Services, IT, Software Development, or other Technology",75467.0
Australia,Master's Degree,4.0,Oil & Gas,93868.0
United States of America,Master's Degree,3.0,Higher Education,66950.0
Germany,Bachelor's Degree,6.0,Financial Services,62112.0
United Kingdom and Northern Ireland,Bachelor's Degree,2.0,Oil & Gas,45931.0
United States of America,Bachelor's Degree,25.0,"Information Services, IT, Software Development, or other Technology",225000.0
Germany,Master's Degree,18.0,"Information Services, IT, Software Development, or other Technology",97451.0
United States of America,Bachelor's Degree,0.5,Financial Services,75000.0
Italy,Bachelor's Degree,4.0,Healthcare,41122.0
Canada,Bachelor's Degree,12.0,Other,84389.0
United States of America,Bachelor's Degree,8.0,Legal Services,130000.0
United Kingdom and Northern Ireland,Post Grad,9.0,"Information Services, IT, Software Development, or other Technology",81931.0
United Kingdom and Northern Ireland,Bachelor's Degree,12.0,"Information Services, IT, Software Development, or other Technology",95586.0
United States of America,Bachelor's Degree,2.0,"Information Services, IT, Software Development, or other Technology",100000.0
Germany,Master's Degree,5.0,"Information Services, IT, Software Development, or other Technology",74963.0
United Kingdom and Northern Ireland,Bachelor's Degree,23.0,"Information Services, IT, Software Development, or other Technology",86897.0
United Kingdom and Northern Ireland,Bachelor's Degree,6.0,Retail and Consumer Services,74483.0
Netherlands,Bachelor's Degree,4.0,"Information Services, IT, Software Development, or other Technology",44978.0
Germany,Less than a Bachelor's,34.0,"Information Services, IT, Software Development, or other Technology",52474.0
United States of America,Bachelor's Degree,7.0,Retail and Consumer Services,135000.0
United States of America,Bachelor's Degree,33.0,Financial Services,215000.0
United States of America,Less than a Bachelor's,7.0,Financial Services,130000.0
Canada,Bachelor's Degree,6.0,Advertising Services,148703.0
Canada,Bachelor's Degree,11.0,Other,178443.0
Poland,Master's Degree,16.0,"Information Services, IT, Software Development, or other Technology",63404.0
United States of America,Post Grad,15.0,"Information Services, IT, Software Development, or other Technology",90000.0
Canada,Less than a Bachelor's,5.0,Advertising Services,85504.0
Germany,Master's Degree,2.0,Healthcare,54616.0
United States of America,Bachelor's Degree,13.0,Financial Services,250000.0
United States of America,Master's Degree,17.0,"Manufacturing, Transportation, or Supply Chain",200000.0
Germany,Master's Degree,14.0,"Manufacturing, Transportation, or Supply Chain",99593.0
United Kingdom and Northern Ireland,Less than a Bachelor's,9.0,Financial Services,59586.0
Italy,Less than a Bachelor's,5.0,"Manufacturing, Transportation, or Supply Chain",26772.0
Netherlands,Master's Degree,15.0,Financial Services,107090.0
United States of America,Master's Degree,12.0,"Manufacturing, Transportation, or Supply Chain",120000.0
Germany,Less than a Bachelor's,3.0,"Information Services, IT, Software Development, or other Technology",43693.0
United States of America,Post Grad,32.0,"Information Services, IT, Software Development, or other Technology",200000.0
United States of America,Master's Degree,25.0,Retail and Consumer Services,200000.0
France,Master's Degree,16.0,"Information Services, IT, Software Development, or other Technology",107091.0
Germany,Less than a Bachelor's,4.0,Financial Services,64254.0
Canada,Bachelor's Degree,30.0,Wholesale,100374.0
United States of America,Bachelor's Degree,11.0,Other,100000.0
United States of America,Bachelor's Degree,23.0,"Information Services, IT, Software Development, or other Technology",160000.0
United States of America,Bachelor's Degree,11.0,"Manufacturing, Transportation, or Supply Chain",90000.0
United States of America,Bachelor's Degree,13.0,"Information Services, IT, Software Development, or other Technology",216000.0
United States of America,Bachelor's Degree,6.0,"Information Services, IT, Software Development, or other Technology",152000.0
United States of America,Master's Degree,28.0,Healthcare,135000.0
Italy,Bachelor's Degree,9.0,"Information Services, IT, Software Development, or other Technology",93168.0
United States of America,Master's Degree,7.0,"Information Services, IT, Software Development, or other Technology",240000.0
United States of America,Bachelor's Degree,18.0,Healthcare,230000.0
United States of America,Less than a Bachelor's,3.0,"Manufacturing, Transportation, or Supply Chain",60000.0
United States of America,Bachelor's Degree,6.0,Financial Services,112140.0
United States of America,Less than a Bachelor's,14.0,Retail and Consumer Services,150000.0
United States of America,Master's Degree,3.0,Financial Services,140000.0
Germany,Master's Degree,7.0,Retail and Consumer Services,53545.0
Italy,Master's Degree,14.0,Financial Services,69608.0
United States of America,Bachelor's Degree,1.0,"Information Services, IT, Software Development, or other Technology",91000.0
Italy,Bachelor's Degree,2.0,"Information Services, IT, Software Development, or other Technology",39088.0
France,Master's Degree,4.0,"Information Services, IT, Software Development, or other Technology",53545.0
United States of America,Bachelor's Degree,7.0,Insurance,132000.0
Germany,Post Grad,13.0,"Information Services, IT, Software Development, or other Technology",92097.0
Canada,Less than a Bachelor's,1.0,"Information Services, IT, Software Development, or other Technology",47585.0
United States of America,Bachelor's Degree,24.0,"Information Services, IT, Software Development, or other Technology",250000.0
United States of America,Master's Degree,20.0,Financial Services,185000.0
Germany,Master's Degree,15.0,Higher Education,48190.0
United States of America,Bachelor's Degree,0.5,"Manufacturing, Transportation, or Supply Chain",75000.0
Germany,Bachelor's Degree,6.0,"Information Services, IT, Software Development, or other Technology",59970.0
United States of America,Less than a Bachelor's,8.0,Insurance,170000.0
Canada,Bachelor's Degree,10.0,Healthcare,89222.0
United States of America,Bachelor's Degree,24.0,Financial Services,125000.0
Germany,Master's Degree,3.0,Retail and Consumer Services,59970.0
United States of America,Bachelor's Degree,1.0,Financial Services,200000.0
Spain,Bachelor's Degree,3.0,Other,29985.0
Spain,Bachelor's Degree,5.0,Other,53545.0
United States of America,Less than a Bachelor's,7.0,Financial Services,98000.0
United States of America,Bachelor's Degree,10.0,Financial Services,100000.0
United States of America,Less than a Bachelor's,11.0,Other,164000.0
United States of America,Master's Degree,42.0,"Information Services, IT, Software Development, or other Technology",180000.0
Poland,Master's Degree,7.0,"Information Services, IT, Software Development, or other Technology",36368.0
Netherlands,Bachelor's Degree,3.0,"Information Services, IT, Software Development, or other Technology",34954.0
United States of America,Bachelor's Degree,7.0,Other,104000.0
Germany,Master's Degree,20.0,"Information Services, IT, Software Development, or other Technology",182052.0
United States of America,Master's Degree,6.0,Higher Education,75000.0
United States of America,Bachelor's Degree,9.0,"Information Services, IT, Software Development, or other Technology",186000.0
United States of America,Bachelor's Degree,5.0,Other,90000.0
Canada,Master's Degree,28.0,Healthcare,148703.0
Germany,Less than a Bachelor's,2.0,Financial Services,62112.0
United Kingdom and Northern Ireland,Bachelor's Degree,14.0,"Information Services, IT, Software Development, or other Technology",186207.0
Canada,Bachelor's Degree,12.0,Oil & Gas,92939.0
United States of America,Bachelor's Degree,14.0,"Information Services, IT, Software Development, or other Technology",225000.0
Germany,Master's Degree,19.0,Healthcare,72821.0
United States of America,Bachelor's Degree,11.0,Other,300000.0
United States of America,Bachelor's Degree,8.0,Financial Services,92000.0
United States of America,Bachelor's Degree,16.0,"Information Services, IT, Software Development, or other Technology",145000.0
United States of America,Bachelor's Degree,9.0,Healthcare,162000.0
United Kingdom and Northern Ireland,Bachelor's Degree,21.0,Financial Services,79448.0
United States of America,Less than a Bachelor's,25.0,"Manufacturing, Transportation, or Supply Chain",160000.0
Canada,Less than a Bachelor's,40.0,"Manufacturing, Transportation, or Supply Chain",115245.0
Germany,Bachelor's Degree,5.0,"Information Services, IT, Software Development, or other Technology",74963.0
Poland,Master's Degree,10.0,Financial Services,98097.0
Canada,Bachelor's Degree,23.0,Healthcare,89222.0
United Kingdom and Northern Ireland,Master's Degree,8.0,Advertising Services,83793.0
Germany,Bachelor's Degree,10.0,"Information Services, IT, Software Development, or other Technology",61041.0
Germany,Bachelor's Degree,20.0,Financial Services,78175.0
Germany,Post Grad,38.0,"Information Services, IT, Software Development, or other Technology",81388.0
Spain,Bachelor's Degree,20.0,"Information Services, IT, Software Development, or other Technology",42836.0
United States of America,Bachelor's Degree,15.0,"Information Services, IT, Software Development, or other Technology",180000.0
India,Bachelor's Degree,10.0,"Information Services, IT, Software Development, or other Technology",29081.0
Brazil,Master's Degree,10.0,Advertising Services,44633.0
Netherlands,Bachelor's Degree,6.0,"Information Services, IT, Software Development, or other Technology",117798.0
Netherlands,Master's Degree,4.0,Advertising Services,42836.0
Spain,Less than a Bachelor's,1.0,Legal Services,26772.0
United States of America,Less than a Bachelor's,15.0,"Information Services, IT, Software Development, or other Technology",150000.0
Germany,Bachelor's Degree,10.0,"Information Services, IT, Software Development, or other Technology",192761.0
Germany,Master's Degree,7.0,Financial Services,58899.0
United States of America,Bachelor's Degree,8.0,"Information Services, IT, Software Development, or other Technology",265720.0
United States of America,Less than a Bachelor's,3.0,"Information Services, IT, Software Development, or other Technology",102000.0
Australia,Less than a Bachelor's,15.0,Financial Services,118987.0
Spain,Post Grad,5.0,Higher Education,34269.0
